W_PROV,SEQ_NO,FSIZE,URB,RFACT,TOINC,WAGES,RPCINC,CASH_ABROAD,CASH_DOMESTIC,TOTEX,PERCAPITA,FOOD,CLOTH,HEALTH,TRANSPORT,COMMUNICATION,RECREATION,EDUCATION
10,27521,1.0,1,431.583709717,128250.0,69000,7,0,6700,97421.0,128250.0,28129.0,740,1884,480,1887,130,0
10,27522,2.0,1,431.583709717,475600.0,346500,10,90000,0,228306.0,237800.0,97960.0,5110,5688,20256,3400,1500,5720
10,27523,1.0,1,431.583709717,177010.0,0,9,0,5000,163073.0,177010.0,60209.0,300,15000,225,7800,0,0
10,27524,3.5,1,431.583709717,317600.0,30000,6,0,9000,233560.0,90742.859375,67206.0,3410,15500,15630,11700,5015,21000
10,27525,6.5,1,431.583709717,252660.0,219300,1,0,21200,176711.0,38870.769531,81695.0,1050,600,14500,1800,9350,22100
10,27526,4.0,1,431.583709717,297780.0,231000,4,0,7000,211246.0,74445.0,72489.0,5350,1430,27300,9100,2200,12200
10,27527,4.5,1,431.583709717,180480.0,91000,1,1000,3900,120012.0,40106.667969,58434.0,1240,35,10335,3490,1445,10500
10,27528,4.0,1,431.583709717,484250.0,62000,7,0,3000,313472.0,121062.5,98152.0,2600,1500,8060,17150,2400,35000
10,27529,4.0,1,431.583709717,330070.0,252200,5,3500,3000,213563.0,82517.5,58438.0,4500,250,19420,25394,1500,17300
10,27530,6.0,1,431.583709717,736000.0,661000,7,0,0,378520.0,122666.664063,162038.0,2543,120,27000,24800,600,21200
10,27531,4.0,1,431.583709717,140975.0,94200,1,0,6400,127514.0,35243.75,51281.0,3850,35,9100,9100,1650,5200
10,27532,5.0,1,431.583709717,536100.0,418000,6,0,0,422470.0,107220.0,107043.0,7948,3020,35360,27400,1500,56000
10,27533,1.0,2,518.326660156,44179.0,0,2,0,23200,25279.0,44179.0,13325.0,500,0,400,820,0,0
10,27534,2.0,2,518.326660156,94850.0,0,2,0,64500,76669.4,47425.0,27343.4,100,9920,14200,480,0,0
10,27535,6.0,2,518.326660156,213570.0,182800,1,0,9900,141572.0,35595.0,70628.0,1500,900,4680,600,7000,33150
10,27536,5.0,2,518.326660156,209578.0,166472,2,0,18700,103461.0,41915.601562,53150.0,300,10480,10160,480,1700,3700
10,27537,2.0,2,518.326660156,406960.0,211600,9,135000,0,258103.0,203480.0,36756.0,11200,460,84380,21600,0,0
10,27538,1.0,2,518.326660156,59838.0,0,3,0,0,46272.0,59838.0,20064.0,0,12000,1000,180,0,0
10,27539,3.0,2,518.326660156,95625.0,34800,1,0,45000,84717.0,31875.0,34703.0,0,2050,11880,3600,0,0
10,27540,4.0,2,518.326660156,510080.0,0,7,480000,0,441286.0,127520.0,124074.0,23000,60,50560,14400,19000,150000
10,27541,7.0,1,591.216369629,1120820.0,822000,8,0,0,690626.0,160117.140625,211066.0,6508,6940,68020,20988,800,150000
10,27542,1.5,1,591.216369629,480245.0,118000,10,288000,0,308385.0,320163.34375,111576.0,3710,3988,15990,21600,2836,16500
10,27543,4.0,1,591.216369629,609720.0,89700,8,216000,80000,334631.0,152430.0,90583.0,15569,18295,13476,14550,1451,47150
10,27544,3.0,1,591.216369629,191580.0,78000,3,18000,23000,172412.0,63860.0,82751.0,1250,980,2540,819,1350,500
10,27545,4.0,1,591.216369629,307879.0,150049,5,0,10000,168783.0,76969.75,101231.0,1060,320,15192,1378,225,400
10,27546,5.5,1,591.216369629,386205.0,371660,4,0,0,338483.0,70219.09375,105030.0,5230,335,31980,3294,3224,57750
10,27547,1.0,1,591.216369629,163760.0,0,8,45000,42000,125847.0,163760.0,52440.0,870,972,1920,2600,0,0
10,27548,5.0,1,591.216369629,394780.0,373600,5,0,0,318186.0,78956.0,105781.0,2960,5690,22180,22272,600,2000
10,27549,4.0,1,591.216369629,795306.0,503266,9,0,20000,625479.0,198826.5,144423.0,16246,36180,20940,24250,870,34000
21,27550,1.0,2,758.805419922,129415.0,30000,7,0,28000,118701.0,129415.0,26958.0,1310,6490,660,740,0,0
21,27551,1.0,2,758.805419922,166254.0,93600,8,0,0,134646.0,166254.0,61439.0,1300,1550,7750,2930,0,0
21,27552,2.0,2,758.805419922,91297.5,0,2,0,34000,86374.5,45648.75,29446.5,1000,5200,880,1190,0,0
21,27553,3.0,2,758.805419922,326580.0,178500,7,18000,0,233159.0,108860.0,112835.0,22620,2040,14010,18004,2530,320
21,27554,2.0,2,758.805419922,237472.0,160924,7,0,9000,228871.0,118736.0,83220.0,4330,11650,28800,7974,0,0
21,27555,5.5,2,758.805419922,209145.0,123600,1,55000,0,149555.0,38026.363281,69381.0,3130,1584,9035,4140,2800,0
21,27556,3.0,2,758.805419922,430880.0,377846,8,0,0,264670.5,143626.671875,133312.5,2415,2619,11120,19954,0,0
21,27557,3.0,2,758.805419922,158839.0,74080,2,0,0,145083.5,52946.332031,72052.5,11070,990,7345,7800,200,0
21,27558,2.0,2,758.805419922,147287.0,65000,4,0,3000,87220.0,73643.5,48463.0,1720,460,2210,1620,0,0
21,27559,2.0,2,758.805419922,174519.0,156000,5,0,0,88003.0,87259.5,55031.0,220,48,1440,2019,0,0
21,27560,3.0,2,1130.135620117,1320080.0,0,10,1320000,0,717807.0,440026.65625,115603.0,53500,56350,57100,25428,5600,1200
21,27561,1.0,2,1130.135620117,231807.0,173000,9,0,12000,120500.0,231807.0,48571.0,1680,50,3960,6573,0,0
21,27562,5.0,2,1130.135620117,382355.0,295800,5,0,20000,277099.0,76471.0,97866.0,4050,32839,26600,18000,3050,1900
21,27563,5.0,2,1130.135620117,509429.0,456000,6,0,0,297096.5,101885.796875,138194.5,13800,350,8350,4599,6600,4000
21,27564,5.5,2,1130.135620117,769089.0,432024,8,307000,0,520719.0,139834.359375,153755.0,25070,55054,33570,16188,10600,700
21,27565,5.0,2,1130.135620117,307900.0,283400,3,0,0,224880.0,61580.0,107730.0,3350,1040,13550,1350,3260,800
21,27566,6.5,2,1130.135620117,350140.0,336740,3,0,0,165422.0,53867.691406,95033.0,1844,9470,5650,1800,1500,1800
21,27567,4.0,2,1130.135620117,302471.0,262496,4,0,0,242361.0,75617.75,122851.0,2350,160,13125,5200,1600,1300
21,27568,2.0,2,1130.135620117,152929.0,0,5,0,35000,143613.0,76464.5,65518.0,2540,680,2275,3899,1500,2000
21,27569,3.5,2,1130.135620117,191530.0,78000,3,99000,0,159560.0,54722.855469,89803.0,0,390,2580,2600,900,2700
21,27570,3.0,2,1130.135620117,231815.0,203800,5,0,6000,123793.0,77271.664063,70221.0,4904,620,3014,3140,2600,0
21,27571,7.5,2,1130.135620117,562278.0,481788,4,30000,0,362285.0,74970.398438,167109.0,8549,4080,23350,22500,1270,1200
21,27572,1.0,2,1130.135620117,234925.0,219900,10,0,0,117549.0,234925.0,62061.0,850,190,11600,1200,60,0
21,27573,8.5,2,1130.135620117,567762.0,427880,4,90000,0,394377.0,66795.53125,136844.0,8614,32910,81128,18588,1700,1600
21,27574,2.0,2,828.766113281,142016.0,0,4,60000,24000,91884.0,71008.0,33182.0,50,610,1850,0,0,0
21,27575,3.0,2,828.766113281,251400.0,0,5,60000,60000,151722.5,83800.0,63209.5,100,1860,4368,3774,0,0
21,27576,8.0,2,828.766113281,396073.0,281073,2,41000,0,316998.0,49509.125,153423.0,4050,840,9420,4400,1136,400
21,27577,2.5,2,828.766113281,375502.0,136502,8,81500,0,317116.9,150200.796875,102651.9,3550,1950,9584,12762,0,0
21,27578,3.5,2,828.766113281,319900.0,258600,6,0,0,223398.0,91400.0,103528.0,4960,360,7098,3194,2280,300
21,27579,2.0,2,828.766113281,344000.0,0,9,46000,40000,223809.0,172000.0,72476.0,2520,25792,3096,3874,0,0
21,27580,2.5,2,828.766113281,178362.0,0,4,110000,1000,150295.0,71344.796875,74495.0,1850,1002,4104,1500,0,0
21,27581,5.0,2,828.766113281,346967.0,269547,4,6000,5000,252385.5,69393.398438,117791.5,6500,160,8580,5694,100,0
21,27582,4.5,2,828.766113281,331120.0,289120,4,0,0,248692.0,73582.21875,151788.0,4450,720,8236,2550,0,0
21,27583,2.0,2,828.766113281,307486.0,238486,8,0,0,290089.0,153743.0,112771.0,2470,456,29300,5400,450,10000
21,27584,5.5,2,828.766113281,699882.0,630882,7,15000,0,452651.0,127251.273438,218660.0,2000,28114,33408,12294,0,0
21,27585,5.0,2,828.766113281,235200.0,196200,2,0,0,178159.25,47040.0,90297.25,2140,880,10086,1881,200,150
21,27586,6.5,2,828.766113281,389596.0,212996,3,75000,0,298121.5,59937.847656,142232.5,6200,1625,17746,11700,1790,300
21,27587,5.0,2,828.766113281,660324.0,451324,7,85000,0,450119.0,132064.796875,201065.0,12450,1000,66940,8000,200,0
21,27588,4.0,1,940.609802246,300237.0,178987,4,0,4000,254547.0,75059.25,98374.0,4855,600,12084,3100,1500,0
21,27589,2.5,1,940.609802246,307188.0,241690,7,0,16000,180506.0,122875.203125,93403.0,4303,1620,6289,1500,600,0
21,27590,5.0,1,940.609802246,250000.0,217400,2,0,0,207531.0,50000.0,122325.0,300,2370,23608,1200,800,0
21,27591,5.0,1,940.609802246,235680.0,54450,2,0,0,209992.0,47136.0,102180.0,440,13150,25800,4784,360,0
21,27592,4.0,1,940.609802246,366200.0,283200,6,0,17000,279328.0,91550.0,97908.0,1950,20000,30280,20694,300,0
21,27593,3.0,1,940.609802246,412780.0,412600,8,0,0,300774.0,137593.328125,116321.0,4120,455,41090,8646,100,0
21,27594,2.0,1,940.609802246,191080.0,174580,6,0,7500,175412.0,95540.0,83555.0,740,50,28730,13600,0,0
21,27595,4.0,1,940.609802246,314015.0,72000,5,221000,21000,223614.0,78503.75,112065.0,1394,440,12968,13000,6200,16000
21,27596,2.0,1,940.609802246,371850.0,120050,9,0,0,258077.75,185925.0,108833.75,5600,2760,17500,14950,0,0
21,27597,4.0,1,940.609802246,226112.0,181612,3,0,7000,205769.0,56528.0,99406.0,225,8328,23200,5000,800,0
21,27598,2.5,1,940.609802246,442535.0,71760,9,0,1000,255229.0,177014.0,77645.0,5577,10252,6734,4466,1500,0
21,27599,4.0,1,940.609802246,337000.0,114000,5,0,0,268614.0,84250.0,106268.0,1550,2184,12500,10369,6000,0
21,27600,4.0,1,940.609802246,439000.0,0,7,95000,0,401087.5,109750.0,134069.5,4100,1246,13320,15600,5000,60000
21,27601,2.0,1,940.609802246,170940.0,101400,5,0,46000,108398.0,85470.0,41975.0,250,216,16744,1378,1092,0
21,27602,4.0,1,940.609802246,1308720.0,635720,10,0,5000,907345.0,327180.0,205698.0,4300,5455,101350,30094,2000,90000
21,27603,2.0,1,940.609802246,286963.0,187718,8,0,58000,138829.0,143481.5,56763.0,200,26350,3048,2730,0,0
21,27604,2.5,1,940.609802246,161600.0,161600,4,0,0,124453.0,64640.0,62442.0,1650,106,6344,3566,780,0
21,27605,1.0,1,940.609802246,191400.0,46800,9,0,0,133166.0,191400.0,44465.0,1300,636,1800,1550,0,0
21,27606,4.0,1,940.609802246,246375.0,221400,3,0,24000,178887.0,61593.75,90546.0,1550,42,20888,13800,500,0
21,27607,4.0,1,940.609802246,356182.0,355987,5,0,0,259730.0,89045.5,124597.0,3105,682,43662,19500,250,0
21,27608,3.0,1,940.609802246,170400.0,123400,3,0,2000,123390.0,56800.0,56128.0,310,50,2600,490,200,0
21,27609,1.0,2,1363.338256836,169000.0,50500,9,70000,2000,114641.0,169000.0,26990.0,3600,840,976,5500,0,0
21,27610,1.5,2,1363.338256836,335000.0,0,9,230000,0,266363.0,223333.328125,59331.0,6300,1230,1236,11400,18000,0
21,27611,4.0,2,1363.338256836,476280.0,476280,7,0,0,384656.0,119070.0,197188.0,8500,2200,28080,26200,1500,0
21,27612,5.0,2,1363.338256836,214870.0,171160,2,0,0,200184.0,42974.0,91410.0,3640,1340,16380,5500,900,0
21,27613,4.5,2,1363.338256836,276000.0,194000,3,0,0,193833.0,61333.332031,94435.0,4800,1930,8402,5600,0,0
21,27614,2.0,2,1363.338256836,92080.0,56500,2,0,0,90732.0,46040.0,36954.0,480,520,1536,4200,0,0
21,27615,4.0,2,1363.338256836,289921.0,253921,4,0,0,216717.0,72480.25,105186.0,4200,960,2328,12300,0,0
21,27616,1.0,2,1363.338256836,93555.0,81500,6,0,0,59615.0,93555.0,29040.0,2550,525,488,1430,0,0
21,27617,3.5,2,1363.338256836,257000.0,227000,4,0,0,178957.0,73428.570313,93728.0,5600,1020,3752,7600,0,0
21,27618,3.5,2,1363.338256836,238570.0,134000,4,0,6000,171723.0,68162.859375,81078.0,6900,990,1652,6300,0,0
21,27619,4.0,2,1363.338256836,686840.0,643600,9,0,0,486405.0,171710.0,164572.0,3520,1320,50500,23700,6500,85000
21,27620,1.0,1,791.294250488,495600.0,0,10,0,0,274336.0,495600.0,63733.0,13550,5600,15500,5100,3500,0
21,27621,5.0,1,791.294250488,448000.0,400000,5,0,0,269833.3,89600.0,130486.3,3900,2640,15500,6200,0,0
21,27622,5.0,1,791.294250488,497100.0,496800,6,0,0,315966.0,99420.0,170815.0,3650,1600,16400,3200,500,0
21,27623,3.0,1,791.294250488,397400.0,62400,7,75000,0,277061.5,132466.671875,90357.5,3700,60100,4800,10200,0,0
21,27624,6.5,1,791.294250488,380992.0,379500,3,0,0,275214.0,58614.152344,102544.0,2250,1600,10250,2500,1300,0
21,27625,4.5,1,791.294250488,301000.0,224000,4,0,50000,257331.85,66888.890625,113805.85,12800,23838,19400,8900,3400,4500
21,27626,3.5,1,791.294250488,355660.0,108600,6,36000,60000,284252.5,101617.140625,77019.5,1100,103420,26500,2700,0,0
21,27627,4.0,1,791.294250488,867680.0,572680,9,175000,0,406212.2,216920.0,135807.2,10630,5150,29296,14400,1428,0
21,27628,4.0,1,791.294250488,227840.0,171840,3,0,1500,164012.0,56960.0,57792.0,8420,3460,7700,7932,1050,1200
21,27629,3.0,1,791.294250488,442000.0,400000,8,0,0,394037.0,147333.328125,159675.0,650,12180,23400,44000,1200,0
21,27630,4.5,1,791.294250488,605100.0,254300,8,56400,36000,376508.0,134466.671875,139094.0,10760,19950,48610,6600,0,0
21,27631,5.0,1,791.294250488,240650.0,147000,2,0,25000,211118.76,48130.0,95828.76,4615,520,4680,2600,6150,0
21,27632,6.0,1,791.294250488,492600.0,432600,5,0,0,323942.0,82100.0,109313.0,5450,9448,7748,22394,100,0
21,27633,7.5,1,791.294250488,740280.0,503400,6,22800,22800,670139.5,98704.0,211347.5,25148,16760,14920,13200,9500,2000
21,27634,6.5,1,791.294250488,548535.0,250400,5,142000,89500,348412.0,84390.0,135020.0,7450,11905,21060,19998,10100,8000
21,27635,5.0,1,791.294250488,2251320.0,0,10,0,0,875987.0,450264.0,172224.0,49000,7250,146000,37788,58000,24000
21,27636,7.0,1,791.294250488,483549.0,235000,4,126000,65000,340953.0,69078.429688,120457.0,11370,13839,27700,19200,5880,16000
21,27637,3.0,1,791.294250488,297372.0,210372,6,30000,0,252492.0,99124.0,102998.0,3030,2250,4964,9198,7480,26000
21,27638,4.0,1,791.294250488,506300.0,73000,7,180000,0,310452.0,126575.0,124523.0,8300,975,8606,17792,2700,500
21,27639,4.0,1,791.294250488,245800.0,210000,3,0,800,203496.0,61450.0,87169.0,560,3720,26850,9000,850,5000
21,27640,3.0,1,791.294250488,234000.0,0,5,0,7000,209013.0,78000.0,74641.0,920,6170,10700,18694,300,0
21,27641,3.0,1,791.294250488,160370.0,0,3,78200,10000,155603.0,53456.667969,53808.0,1520,9420,3225,14150,3100,0
21,27642,4.0,1,791.294250488,376350.0,209350,6,100000,0,284651.0,94087.5,94360.0,3385,9179,13728,17392,9800,5200
21,27643,5.0,1,791.294250488,152185.0,100400,1,0,1000,143966.0,30437.0,59002.0,4240,1230,1600,5000,550,0
21,27644,3.0,1,791.294250488,317320.0,251320,6,0,0,242453.0,105773.335938,63497.0,4580,30070,17160,7400,700,2000
21,27645,8.0,1,791.294250488,382400.0,314600,2,0,19500,318893.0,47800.0,149166.0,2900,15000,7852,8400,1500,0
21,27646,3.0,1,791.294250488,141800.0,110400,2,0,2600,102642.0,47266.667969,40647.0,1885,300,756,4900,150,0
21,27647,2.0,1,791.294250488,179860.0,0,5,40000,0,151631.0,89930.0,51193.0,250,1350,7300,1690,0,0
21,27648,2.0,1,791.294250488,253200.0,187200,7,0,0,187618.0,126600.0,63351.0,5850,750,6300,4400,1100,0
21,27649,5.0,1,791.294250488,276000.0,210000,3,0,0,235549.0,55200.0,94844.0,1400,1200,16900,15000,2100,0
21,27650,3.0,2,885.893859863,1151500.0,1011500,10,0,0,724576.0,383833.34375,229058.0,13500,1256,51100,50200,0,0
21,27651,6.0,2,885.893859863,1117800.0,751800,9,0,60000,669519.0,186300.0,208808.0,43750,12002,27612,24700,9266,62000
21,27652,4.0,2,885.893859863,336500.0,291500,5,0,0,253715.0,84125.0,102445.0,4400,0,24544,11400,1500,0
21,27653,2.0,2,885.893859863,224400.0,28200,7,60000,0,179310.0,112200.0,62541.0,4130,9240,12328,9400,0,0
21,27654,3.5,2,885.893859863,245000.0,78000,4,60000,0,185141.0,70000.0,95703.0,3198,2788,2340,3440,1500,0
21,27655,1.0,2,885.893859863,179006.0,107000,9,0,8000,143826.0,179006.0,33627.0,3000,8300,4258,1420,0,0
21,27656,1.5,2,885.893859863,132200.0,0,5,0,10000,118856.0,88133.335938,49442.0,1150,250,8528,3120,130,0
21,27657,1.0,2,885.893859863,159000.0,71000,8,0,10000,150761.0,159000.0,35934.0,1150,0,1392,3800,0,0
21,27658,6.0,2,885.893859863,223600.0,181600,1,0,5000,208907.0,37266.667969,107802.0,2200,4699,3952,13000,2500,0
21,27659,4.0,2,885.893859863,320800.0,240800,5,15000,13000,208025.0,80200.0,90460.0,3400,760,7340,3600,0,0
21,27660,3.0,2,885.893859863,180920.0,167020,3,0,8000,182386.0,60306.667969,84396.0,3819,1170,16100,5920,130,0
21,27661,5.0,2,885.893859863,167000.0,0,1,40000,5000,140848.0,33400.0,72810.0,1200,0,11000,2600,1000,0
21,27662,3.0,2,885.893859863,257900.0,140200,5,24000,28700,243663.0,85966.664063,109725.0,9520,1200,30370,7000,1000,0
21,27663,4.0,1,869.128173828,495700.0,49000,7,0,10000,428801.0,123925.0,128543.0,2000,1150,14955,30200,11500,112000
21,27664,3.5,1,869.128173828,588980.0,549880,9,0,0,353098.0,168280.0,154877.0,800,2100,58500,15700,60,0
21,27665,3.0,1,869.128173828,172839.0,171000,3,0,500,110093.0,57613.0,54430.0,2100,151,4212,3328,0,0
21,27666,3.0,1,869.128173828,261200.0,205400,5,0,6000,162905.0,87066.664063,65885.0,1215,3340,9412,8800,600,0
21,27667,4.0,1,869.128173828,234200.0,0,3,0,1000,205082.5,58550.0,91661.5,2000,5175,756,9900,1200,1300
21,27668,3.5,1,869.128173828,207740.0,0,3,0,6000,207134.0,59354.285156,105539.0,5140,811,936,12618,65,0
21,27669,3.0,1,869.128173828,350700.0,332000,7,0,0,302140.0,116900.0,150918.0,2750,580,20850,22620,900,0
21,27670,4.5,1,869.128173828,194566.0,161600,2,0,2000,142037.0,43236.890625,77623.0,1010,90,820,910,0,0
21,27671,3.0,1,869.128173828,264400.0,246400,5,0,0,144625.0,88133.335938,66370.0,890,378,2884,1800,0,0
21,27672,5.0,1,869.128173828,312580.0,208200,3,0,1000,213984.0,62516.0,126673.0,3230,352,10140,6240,840,8500
21,27673,7.5,1,869.128173828,309541.0,232361,1,0,22800,231877.0,41272.132812,89900.0,4319,1210,16992,12624,970,1850
21,27674,7.0,1,869.128173828,345440.0,226820,2,0,22000,231862.0,49348.570312,118621.0,4260,5830,8586,3440,2020,15000
21,27675,4.0,1,869.128173828,191000.0,162000,2,0,12800,163449.0,47750.0,80609.0,2700,510,3464,3600,2560,0
21,27676,3.0,1,869.128173828,393280.0,161600,7,0,42000,377233.0,131093.328125,99262.0,1050,105,17220,16998,1810,21000
21,27677,4.0,1,869.128173828,257110.0,257110,4,0,0,224218.0,64277.5,110424.0,1675,600,13500,4134,530,0
21,27678,2.0,1,869.128173828,323384.0,188999,8,0,0,251609.0,161692.0,104494.0,9650,3006,39052,4450,200,0
21,27679,3.5,1,869.128173828,318740.0,299740,6,0,0,193632.0,91068.570313,72247.0,400,3200,17464,16640,0,0
21,27680,2.0,1,869.128173828,74082.0,7200,1,0,7000,59774.0,37041.0,27525.0,0,78,744,0,0,0
21,27681,5.0,1,869.128173828,243208.0,222008,2,0,6000,225006.0,48641.601562,132517.0,960,1440,8520,3800,560,4550
21,27682,1.5,1,869.128173828,91800.0,0,3,0,40000,83845.0,61200.0,35818.0,0,9070,550,0,0,0
21,27683,4.0,1,869.128173828,241400.0,155600,3,0,400,147237.0,60350.0,66849.0,1250,1480,24752,2730,1820,0
21,27684,4.0,1,869.128173828,345092.0,302892,5,0,0,303377.0,86273.0,117994.0,3540,34470,39528,11290,150,0
21,27685,4.5,1,869.128173828,241540.0,149700,3,0,8500,193578.0,53675.554687,100826.0,1060,3305,1630,1794,210,300
21,27686,1.5,1,863.888122559,99533.0,0,4,0,40000,82711.0,66355.335938,20593.0,2100,4550,1188,0,0,0
21,27687,7.0,1,863.888122559,782960.0,722250,7,0,0,502390.0,111851.429688,208403.0,1400,420,10394,22150,300,300
21,27688,7.0,1,863.888122559,297659.0,249400,2,0,0,231171.0,42522.714844,103601.0,300,210,9984,4940,900,900
21,27689,7.0,1,863.888122559,513320.0,468160,4,0,0,263643.0,73331.429688,87142.0,150,402,9818,3406,216,300
21,27690,8.5,1,863.888122559,579828.0,319500,4,200000,0,455278.5,68215.0625,182611.5,2090,1960,11564,14300,1070,1820
21,27691,9.5,1,863.888122559,1009520.0,244840,6,480000,0,581911.0,106265.265625,296359.0,480,3546,71680,25188,2500,0
21,27692,2.5,1,863.888122559,424862.0,284252,9,0,73000,318537.0,169944.796875,92621.0,7000,30130,4472,12994,700,15000
21,27693,4.0,1,863.888122559,381816.0,331000,6,0,0,346150.0,95454.0,150663.0,1010,7218,39520,1894,1000,0
21,27694,2.0,1,863.888122559,163636.0,101250,5,0,3000,111081.0,81818.0,47894.0,410,320,2388,350,0,0
21,27695,4.0,1,863.888122559,163200.0,114400,1,0,9800,142251.0,40800.0,65721.0,950,700,7410,1374,600,0
21,27696,4.5,1,863.888122559,374380.0,202800,5,0,0,333068.25,83195.554688,163250.25,2900,2116,50494,21774,300,120
21,27697,6.0,1,863.888122559,374964.0,323520,3,0,0,274289.0,62494.0,117023.0,930,946,14226,18188,6000,0
21,27698,9.5,1,863.888122559,668867.0,623728,4,0,0,345701.0,70407.054688,126834.0,1260,18634,11128,17554,1520,250
21,27699,4.5,1,863.888122559,499964.0,437964,7,0,0,314774.0,111103.109375,148077.0,240,1670,14776,19788,500,0
21,27700,6.0,1,863.888122559,333240.0,239240,3,0,0,251842.0,55540.0,96202.0,1895,915,28808,5174,2000,3000
21,27701,2.0,1,863.888122559,772240.0,733240,10,0,0,311062.0,386120.0,92143.0,3830,9000,23340,19994,1400,0
21,27702,2.0,1,863.888122559,252513.0,0,7,120000,18000,117558.0,126256.5,39308.0,720,600,5372,1856,0,0
21,27703,4.0,1,863.888122559,557190.0,490080,8,0,0,493104.0,139297.5,297460.0,6485,8035,19008,20988,200,0
21,27704,5.0,1,863.888122559,370408.0,325248,4,0,0,297152.0,74081.601563,118243.0,220,924,18080,6656,100,2000
21,27705,4.5,1,863.888122559,382445.0,270920,5,0,0,306415.0,84987.78125,129502.0,10340,4250,18354,21294,2000,0
21,27706,2.0,1,863.888122559,363850.0,252800,9,0,20000,215530.0,181925.0,67678.0,640,990,5772,13650,100,0
21,27707,6.0,1,863.888122559,424400.0,278480,4,0,0,264722.0,70733.335938,140188.0,3920,830,6340,9854,500,0
21,27708,5.0,1,863.888122559,433200.0,200200,5,0,7000,329623.0,86640.0,117994.0,290,1853,49238,21090,500,0
21,27709,5.0,1,863.888122559,418580.0,375200,5,0,0,306498.5,83716.0,141201.5,0,930,18772,9600,1000,9100
21,27710,6.0,2,905.902404785,481000.0,336000,5,0,0,389257.0,80166.664063,140509.0,3640,180,7800,8820,520,450
21,27711,4.0,2,905.902404785,172850.0,146400,2,0,26450,144040.0,43212.5,86661.0,1000,450,2484,1620,200,500
21,27712,4.0,2,905.902404785,174500.0,140500,2,0,0,147427.0,43625.0,69553.0,2300,744,4808,1014,750,200
21,27713,2.0,2,905.902404785,226478.0,195328,7,0,0,152124.0,113239.0,77822.0,1440,1698,7200,2994,0,0
21,27714,2.5,2,905.902404785,301300.0,0,7,225000,5000,184834.0,120520.0,52835.0,1800,40340,5570,9510,300,200
21,27715,2.0,2,905.902404785,483700.0,0,10,240000,0,351516.0,241850.0,70504.0,1750,93910,43600,19620,5050,0
21,27716,5.0,2,905.902404785,249420.0,225400,2,0,0,213848.0,49884.0,111377.0,2900,2788,6812,8214,220,200
21,27717,5.0,2,905.902404785,245200.0,211200,2,0,0,195657.0,49040.0,105683.0,3550,756,6968,15414,300,200
21,27718,4.0,2,905.902404785,501000.0,462000,7,0,0,410798.0,125250.0,191003.0,1700,3000,12548,19602,650,5000
21,27719,1.0,2,905.902404785,134300.0,85300,8,12000,0,117819.0,134300.0,55937.0,1450,1680,2028,720,0,0
21,27720,6.0,2,905.902404785,857102.0,857102,8,0,0,657280.0,142850.328125,289993.0,13060,7360,69140,23220,650,9500
21,27721,5.5,2,905.902404785,426828.0,339028,5,0,24000,375486.0,77605.09375,151950.0,3800,1900,54340,11394,0,0
21,27722,3.0,1,762.393127441,247260.0,170000,5,0,0,210966.0,82420.0,80263.0,1744,2850,33020,2900,4398,4850
21,27723,6.0,1,762.393127441,491160.0,247960,5,0,15000,333476.0,81860.0,113323.0,5380,17356,20540,3850,300,10000
21,27724,1.0,1,762.393127441,195055.0,43000,9,5000,25000,134158.0,195055.0,25366.0,700,66200,2260,1500,0,0
21,27725,5.0,1,762.393127441,312332.0,287332,3,0,0,206536.0,62466.398437,93879.0,1185,275,23380,5200,127,6360
21,27726,2.0,1,762.393127441,245000.0,0,7,180000,40000,156644.0,122500.0,55108.0,2150,10570,2020,13400,0,0
21,27727,4.0,1,762.393127441,235025.0,189200,3,0,0,173672.0,58756.25,85990.0,710,870,9784,11408,500,560
21,27728,5.0,1,762.393127441,294020.0,179400,3,0,0,236072.0,58804.0,110825.0,2170,3072,12246,3692,0,0
21,27729,6.0,1,762.393127441,283400.0,223400,2,0,0,221775.0,47233.332031,74610.0,1090,3520,11544,12578,350,400
21,27730,2.5,1,762.393127441,211191.0,93600,5,45000,23000,143893.0,84476.398438,54871.0,740,300,3464,3237,300,150
21,27731,6.5,1,762.393127441,255563.0,238388,1,0,0,214390.0,39317.382812,90109.0,3000,34875,6526,4394,150,15750
21,27732,1.0,1,762.393127441,97098.0,46800,6,0,25000,79797.0,97098.0,34147.0,4800,1866,4550,1900,0,0
21,27733,3.5,1,762.393127441,259004.0,237000,4,0,0,144539.0,74001.140625,75203.0,1570,1584,9344,3800,0,0
21,27734,4.0,1,762.393127441,246600.0,246600,3,0,0,210579.0,61650.0,86813.0,9350,2840,21940,6700,350,250
21,27735,3.5,1,920.536499023,651600.0,618000,9,0,2600,446545.0,186171.421875,126752.0,3600,4422,83642,23547,12692,37500
21,27736,5.0,1,920.536499023,548632.75,530924,7,0,0,394993.75,109726.546875,110588.75,17039,1468,134396,23800,800,600
21,27737,4.5,1,920.536499023,603476.0,265900,8,0,1000,417291.5,134105.78125,130340.5,3409,22160,11532,21600,2244,31000
21,27738,4.0,1,920.536499023,257790.0,205180,4,0,3000,248927.5,64447.5,114938.5,1218,3629,38362,3900,744,1300
21,27739,3.0,1,920.536499023,322800.0,272000,6,0,10300,221910.5,107600.0,91846.5,2925,6489,19056,12394,1480,0
