W_PROV,SEQ_NO,FSIZE,URB,RFACT,TOINC,WAGES,RPCINC,CASH_ABROAD,CASH_DOMESTIC,TOTEX,PERCAPITA,FOOD,CLOTH,HEALTH,TRANSPORT,COMMUNICATION,RECREATION,EDUCATION
56,31026,3.0,2,290.596252441,168294.0,81800,3,0,202,154944.5,56098.0,110567.5,2040,120,1560,2080,1700,875
56,31027,3.0,2,290.596252441,164982.0,85000,3,0,202,148552.5,54994.0,114859.5,1590,1146,1280,2600,820,875
56,31028,5.0,2,290.596252441,258592.0,238600,2,0,202,217495.0,51718.398437,144647.0,7160,180,14560,2678,1200,1300
56,31029,1.0,2,284.72567749,65780.0,0,4,0,13500,63175.0,65780.0,22770.0,1360,1334,2880,0,0,0
56,31030,1.0,2,284.72567749,59572.0,29320,3,0,2500,55033.0,59572.0,19249.0,1170,1664,1740,0,0,0
56,31031,3.5,2,284.72567749,171960.0,8000,2,0,4000,163209.0,49131.429687,87504.0,2310,1532,1260,4448,0,0
56,31032,6.0,2,284.72567749,140185.0,10900,1,0,27700,139102.0,23364.166016,88472.0,3100,2316,1980,2924,1140,1600
56,31033,2.0,2,284.72567749,200470.0,0,6,0,2000,178766.0,100235.0,60465.0,2420,4206,5880,1308,0,0
56,31034,1.0,2,284.72567749,111080.0,58200,7,0,4000,94186.0,111080.0,30344.0,890,1426,4420,1928,0,0
56,31035,1.0,2,284.72567749,111700.0,68600,7,0,3000,97018.0,111700.0,38211.0,530,1614,2660,3954,0,0
56,31036,1.0,2,284.72567749,69330.0,38700,4,0,10000,61391.0,69330.0,26516.0,660,3196,2100,0,0,0
56,31037,3.0,2,284.72567749,129505.0,0,2,0,500,109157.0,43168.332031,64831.0,1690,2988,3360,3108,1050,0
56,31038,3.0,2,283.991851807,196098.0,127388,4,55500,0,176059.0,65366.0,88558.0,4050,1260,16250,17169,2700,200
56,31039,6.0,2,283.991851807,314600.0,279800,2,0,15000,225825.0,52433.332031,153401.0,300,5660,5310,3900,2800,3500
56,31040,4.0,2,283.991851807,115550.0,111800,1,0,0,135754.0,28887.5,95947.0,1950,420,2340,1500,500,852
56,31041,7.0,2,283.991851807,390520.0,351080,3,0,0,365842.0,55788.570312,226543.0,2450,6150,14760,15110,3500,3050
56,31042,4.0,2,283.991851807,169455.0,108960,2,0,15500,170650.0,42363.75,115531.0,1339,3900,5430,2080,0,0
56,31043,1.0,2,283.991851807,101871.0,56600,6,0,18000,80582.0,101871.0,47354.0,2104,2530,5200,1890,0,0
56,31044,4.0,2,283.991851807,329020.0,0,5,0,0,254132.0,82255.0,109870.0,3785,2190,12300,15012,800,600
56,31045,9.5,2,283.991851807,532595.0,345440,3,62000,4000,407934.0,56062.632812,282398.0,950,8200,17160,11484,1125,500
56,31046,4.0,2,283.991851807,194445.0,180000,2,0,0,200266.0,48611.25,104368.0,2346,3500,10660,8478,2700,200
56,31047,4.0,2,283.991851807,1404950.0,0,10,0,0,705070.0,351237.5,212501.0,15000,4850,14305,20142,8500,22000
56,31048,2.0,2,283.991851807,296660.0,282000,8,0,0,233164.0,148330.0,108396.0,5024,9900,20290,1800,13000,0
56,31049,4.5,2,283.991851807,187835.0,0,1,0,5000,189972.0,41741.109375,138067.0,350,910,12580,1600,1040,500
56,31050,3.0,2,283.991851807,410630.0,10200,8,366000,3000,293737.0,136876.671875,103671.0,2500,9170,8460,15891,3300,1500
56,31051,6.0,2,283.991851807,318160.0,188600,2,0,0,301938.0,53026.667969,194857.0,5100,680,13140,16668,920,500
56,31052,4.0,2,345.19317627,952643.0,0,10,420000,0,465624.0,238160.75,161350.0,4040,20219,6320,20250,390,0
56,31053,3.0,2,345.19317627,380120.0,0,7,0,0,429029.0,126706.664063,132875.0,5470,44605,64000,26940,0,0
56,31054,4.0,2,345.19317627,404691.0,257278,6,0,10000,253962.0,101172.75,101119.0,4690,17428,9605,14270,470,0
56,31055,5.0,2,345.19317627,158040.0,0,1,0,14800,145729.0,31608.0,99467.0,1785,2423,3000,2720,1255,1185
56,31056,3.0,2,345.19317627,146500.0,0,2,0,44500,143728.0,48833.332031,60391.0,1550,7878,3040,12297,0,0
56,31057,3.0,2,345.19317627,444979.0,395009,8,0,3000,376660.0,148326.328125,148645.0,6000,9975,23580,23150,1789,39937
56,31058,1.0,2,345.19317627,227621.0,0,9,111000,11000,208400.5,227621.0,34248.5,1080,36306,5240,5940,0,0
56,31059,1.5,2,345.19317627,350780.0,0,9,237000,0,227367.0,233853.328125,68491.0,3450,9637,6510,21558,6375,0
56,31060,3.5,2,345.19317627,220460.0,161700,3,0,25000,219504.0,62988.570312,99441.0,4610,2792,14650,20850,748,0
56,31061,5.0,2,345.19317627,360171.0,58400,4,0,2000,282160.0,72034.203125,120064.0,7410,1135,9840,18984,1224,1730
56,31062,3.0,2,345.19317627,317422.0,0,6,295000,5000,200071.0,105807.335938,75844.0,1385,2867,5562,18816,2540,10000
56,31063,6.0,2,345.19317627,480950.0,109800,5,0,2000,362454.0,80158.335938,142119.0,6040,1584,17144,17610,1330,1050
56,31064,3.0,2,345.19317627,111497.0,75500,1,0,17200,131060.0,37165.667969,66047.0,2010,1042,8370,11460,1290,2800
56,31065,7.0,1,302.337524414,233648.0,200820,1,0,14000,228728.0,33378.285156,147772.0,3100,4058,14019,6084,1622,1550
56,31066,3.0,1,302.337524414,167690.0,118140,3,0,15000,196028.0,55896.667969,93435.0,3190,10929,26950,8644,440,4050
56,31067,4.5,1,302.337524414,208377.0,152700,2,0,2000,207142.0,46306.0,83976.0,10891,11623,10280,8282,150,0
56,31068,4.0,1,302.337524414,191135.0,164804,2,0,1500,173907.0,47783.75,99110.0,5740,1570,4520,2830,996,1190
56,31069,5.0,1,302.337524414,180335.0,116000,1,23000,14700,167136.0,36067.0,99729.0,1330,1692,9830,2930,839,675
56,31070,4.0,1,302.337524414,166535.0,110100,1,0,3000,175558.0,41633.75,99480.0,5360,1031,11610,3094,531,400
56,31071,5.0,1,302.337524414,198710.0,146380,1,0,10000,222979.0,39742.0,107084.0,2360,2424,15680,13638,1840,1200
56,31072,4.0,1,302.337524414,224390.0,95000,3,34400,30000,216310.0,56097.5,93602.0,5850,428,11520,9692,1072,2100
56,31073,2.0,1,302.337524414,456024.0,0,9,30000,60000,467624.0,228012.0,50063.0,7600,158405,80488,17414,6000,0
56,31074,5.0,2,403.219665527,159910.0,130000,1,0,12700,202227.0,31982.0,114931.0,7950,10681,10500,4638,2477,1050
56,31075,3.0,2,403.219665527,454502.0,260025,8,0,42500,434496.0,151500.671875,120439.0,8300,46526,34810,16530,3500,0
56,31076,5.0,2,403.219665527,196433.0,119500,1,0,9700,177548.0,39286.601562,106996.0,7235,1832,6580,1550,981,1675
56,31077,5.0,2,403.219665527,170336.0,141600,1,0,9300,153351.0,34067.199219,103290.0,3960,724,12310,2015,1007,860
56,31078,4.0,2,403.219665527,163222.0,130600,1,0,7700,143592.0,40805.5,90461.0,3020,4172,3360,858,250,380
56,31079,4.5,2,403.219665527,429690.0,0,6,290000,0,355611.0,95486.664063,141273.0,4575,4106,21600,8937,9412,5560
56,31080,5.0,2,403.219665527,222164.0,94000,2,0,54000,214882.0,44432.800781,131080.0,7200,1533,15690,11382,1746,1725
56,31081,4.0,2,403.219665527,259792.0,161800,4,0,20000,246876.0,64948.0,86577.0,5420,302,16740,12000,1332,45234
56,31082,2.0,2,403.219665527,117349.0,93940,3,0,9000,107290.0,58674.5,57144.0,1580,3558,7940,2834,500,0
56,31083,4.5,2,403.219665527,126158.0,90000,1,0,24000,136143.0,28035.111328,106494.0,2270,1714,5824,2868,440,150
56,31084,2.0,2,403.219665527,356324.0,20000,9,135000,3000,304073.0,178162.0,73060.0,5549,9739,6050,19182,2000,0
56,31085,2.0,2,403.219665527,1046716.0,921496,10,65000,0,676204.0,523358.0,138676.0,20320,23266,102560,35232,1500,0
56,31086,4.5,2,403.219665527,371865.0,305500,5,0,26000,367924.0,82636.664063,121625.0,10055,93019,17400,17218,897,15750
56,31087,1.0,2,403.219665527,79150.0,59000,5,0,9000,71877.0,79150.0,38563.0,1160,80,7700,1730,1000,0
56,31088,5.0,2,403.219665527,187230.0,120280,1,0,16000,180075.0,37446.0,97806.0,2480,10168,4620,430,906,2220
56,31089,5.0,2,403.219665527,191895.0,0,1,0,20000,247866.0,38379.0,114598.0,5380,3284,10500,11063,1547,1350
56,31090,3.0,2,403.219665527,152585.0,92300,2,0,55700,171475.0,50861.667969,71463.0,3560,494,9680,8400,5827,1750
56,31091,4.0,2,403.219665527,216195.0,185200,3,0,5700,179324.0,54048.75,86702.0,6140,1211,7100,3980,920,1390
56,31092,4.0,2,240.695877075,130360.0,102000,1,0,12700,128833.0,32590.0,92905.0,850,150,5250,3700,1304,2200
56,31093,2.0,2,240.695877075,131223.0,70000,4,0,9000,121746.0,65611.5,60331.0,900,348,3660,3000,4400,0
56,31094,3.0,2,240.695877075,151115.0,137000,2,0,3000,145968.0,50371.667969,86059.0,2370,680,4700,5100,500,0
56,31095,3.0,2,240.695877075,136805.0,128000,2,0,0,133874.0,45601.667969,96125.0,2320,1060,1420,3770,1396,0
56,31096,2.0,2,240.695877075,62827.0,0,1,37000,7500,60897.2,31413.5,38612.2,1700,200,3510,2400,0,0
56,31097,5.0,2,240.695877075,127441.0,112400,1,0,0,130625.0,25488.199219,97015.0,1810,1680,1960,768,600,1250
56,31098,7.0,2,240.695877075,182908.0,132000,1,0,26000,178376.0,26129.714844,139068.0,2870,350,4500,1700,1300,2810
56,31099,4.0,2,240.695877075,112271.0,91500,1,0,4000,110862.0,28067.75,80308.0,1590,292,5200,900,452,300
56,31100,6.5,2,240.695877075,157295.0,115000,1,0,21100,174401.0,24199.230469,135099.0,1390,450,3120,1900,341,810
56,31101,4.0,2,240.695877075,163615.0,127500,1,0,25400,150269.0,40903.75,95491.0,2650,205,8160,2250,366,1030
56,31102,4.5,2,240.695877075,129765.0,99000,1,0,14700,123514.0,28836.666016,87903.0,1460,150,3900,930,456,1100
56,31103,5.0,2,240.695877075,142840.0,99100,1,0,21700,128799.0,28568.0,101030.0,3150,210,3720,400,366,800
56,31104,5.5,2,240.695877075,161010.0,101000,1,0,15700,164578.0,29274.544922,119708.0,1010,100,1420,4980,316,2628
56,31105,3.0,2,240.695877075,106860.0,75000,1,0,15200,101008.0,35620.0,63619.0,2250,100,5330,5028,190,400
56,31106,5.0,2,240.695877075,173478.0,10000,1,0,9700,164959.0,34695.601562,120711.0,980,260,11276,3320,900,0
56,31107,4.0,2,240.695877075,149810.0,110000,1,10000,15700,154744.0,37452.5,118296.0,2200,230,5090,2820,386,1010
56,31108,5.5,2,240.695877075,167175.0,128500,1,0,12700,163890.0,30395.455078,123413.0,790,100,4020,5650,400,1050
56,31109,1.0,1,303.028167725,67660.0,6750,4,0,0,53699.0,67660.0,27182.0,980,820,2100,821,25,0
56,31110,9.0,1,303.028167725,225995.0,154000,1,0,51400,223819.5,25110.554688,124935.5,4887,1520,19400,3098,1025,23450
56,31111,4.0,1,303.028167725,148030.0,9100,1,0,23000,144803.0,37007.5,83995.0,4110,1300,5325,3356,600,200
56,31112,4.0,1,303.028167725,133463.0,43200,1,33000,33000,127577.0,33365.75,77546.0,2752,1100,4600,2678,350,200
56,31113,1.0,1,303.028167725,66305.0,0,4,0,0,59318.0,66305.0,35270.0,1190,120,800,0,0,0
56,31114,10.0,1,303.028167725,211790.0,0,1,0,19900,214583.0,21179.0,136663.0,3449,950,16000,3048,1550,1500
56,31115,3.0,1,303.028167725,109020.0,9600,1,0,40200,111450.0,36340.0,63677.0,3008,980,8000,1400,850,850
56,31116,5.0,1,303.028167725,209615.0,110800,2,0,6000,194837.0,41923.0,100352.0,7135,3910,3600,4236,997,0
56,31117,4.5,1,303.028167725,216846.0,124976,2,0,0,201167.0,48188.0,106740.0,3815,1080,15880,3700,1275,6200
56,31118,7.0,1,303.028167725,246980.0,123600,1,0,7500,239797.0,35282.855469,116912.0,6318,3140,19900,11672,1575,1100
56,31119,3.5,1,303.028167725,184260.0,129800,2,0,12000,167915.0,52645.714844,81736.0,3048,1650,30100,5718,1700,450
56,31120,4.0,1,303.028167725,163770.0,98000,1,0,37800,161006.0,40942.5,90676.0,4060,1690,12500,2136,925,4100
56,31121,3.0,1,303.028167725,234294.0,0,5,145000,2500,218947.0,78098.0,106620.0,5348,2930,23800,8694,675,1250
56,31122,6.0,1,303.028167725,201284.0,72564,1,0,43000,195930.0,33547.332031,105864.0,3448,940,18900,3660,1280,1300
56,31123,4.5,1,303.028167725,129515.0,0,1,0,0,123482.0,28781.111328,76485.0,1990,760,4420,1612,1125,5700
56,31124,5.5,1,303.028167725,153130.0,0,1,0,24600,150275.0,27841.818359,92126.0,2866,1150,4810,1236,1037,250
56,31125,2.0,1,303.028167725,181109.0,0,6,0,0,161580.0,90554.5,77607.0,4027,2430,5440,6000,0,0
56,31126,2.0,2,302.789093018,84215.0,0,2,0,23000,78337.0,42107.5,38776.0,1900,2440,1380,0,0,0
56,31127,3.0,2,302.789093018,109668.0,34000,1,0,12000,106114.0,36556.0,59401.0,910,1810,2160,534,0,0
56,31128,2.0,2,302.789093018,149810.0,8400,4,69000,45000,143339.0,74905.0,76959.0,4250,3260,5160,2712,100,0
56,31129,4.0,2,302.789093018,222040.0,0,3,0,0,216134.0,55510.0,90852.0,3898,1750,12220,6076,0,0
56,31130,5.0,2,302.789093018,104275.0,0,1,0,0,104911.5,20855.0,63177.5,1410,1550,6580,300,500,100
56,31131,3.5,2,302.789093018,129850.0,54000,1,0,56200,126664.0,37100.0,66091.0,2210,300,14500,1212,1335,700
56,31132,3.0,2,302.789093018,136480.0,128200,2,0,0,114592.0,45493.332031,67568.0,4080,1070,15920,1576,600,200
56,31133,3.0,2,302.789093018,106960.0,89600,1,0,0,107718.5,35653.332031,62204.5,3550,780,7580,600,200,0
56,31134,2.5,2,302.789093018,138040.0,20250,3,0,5000,135237.0,55216.0,56563.0,3170,1530,17400,4378,1000,200
56,31135,5.0,2,302.789093018,147980.0,81000,1,0,44600,145948.0,29596.0,82151.0,1950,540,10000,3812,600,300
56,31136,9.0,2,302.789093018,205198.0,69628,1,0,64700,203589.5,22799.777344,115120.5,2470,1220,22800,5376,1700,1600
56,31137,3.5,2,302.789093018,139580.0,53900,1,0,2000,130992.5,39880.0,67754.5,4990,960,8928,3452,875,4100
56,31138,6.0,2,302.789093018,156440.0,105700,1,0,37200,155019.0,26073.333984,92343.0,4610,740,12440,4472,600,1200
56,31139,6.0,2,281.790283203,350420.0,0,3,240000,6000,308599.2,58403.332031,200105.2,1100,120,39000,6500,1550,4600
56,31140,3.0,2,281.790283203,234330.0,54000,5,160000,4000,193679.0,78110.0,104349.0,6500,8440,14300,2550,1000,700
56,31141,1.0,2,281.790283203,105620.0,0,6,0,35500,95876.0,105620.0,53062.0,600,1790,3900,700,0,0
56,31142,4.0,2,281.790283203,157177.0,124000,1,0,18950,148219.0,39294.25,110764.0,2900,240,2860,2780,500,1200
56,31143,3.0,2,281.790283203,147288.0,138300,2,0,0,118172.0,49096.0,86264.0,4764,690,4160,1140,0,0
56,31144,5.0,2,281.790283203,184940.0,104600,1,0,25500,180736.0,36988.0,110163.0,2208,568,1789,1300,1240,1000
56,31145,4.0,2,353.705566406,146440.0,49000,1,0,20000,139088.0,36610.0,85716.0,3100,750,5270,2730,0,0
56,31146,2.0,2,353.705566406,72180.0,43900,1,0,10000,62392.0,36090.0,41419.0,1080,150,400,1950,0,0
56,31147,5.5,2,353.705566406,195725.0,181400,1,0,0,187890.0,35586.363281,146418.0,5560,150,2428,520,800,1000
56,31148,5.0,2,353.705566406,131292.0,79800,1,0,17450,130685.0,26258.400391,88133.0,1640,0,5800,1040,1300,3900
56,31149,5.5,2,353.705566406,161202.0,123500,1,0,15000,157963.0,29309.455078,107484.0,2495,240,4180,1560,500,580
56,31150,7.0,2,353.705566406,186473.0,146400,1,0,19250,192284.0,26639.0,134751.0,1800,300,12300,1950,1150,2800
56,31151,5.5,2,353.705566406,219255.0,76000,1,0,41050,207626.0,39864.546875,141926.0,3150,6582,7800,1314,600,3000
56,31152,5.0,2,353.705566406,314860.0,288500,3,0,0,284620.0,62972.0,126014.0,2610,170,8676,13000,1000,300
56,31153,4.5,2,353.705566406,131542.0,101500,1,0,15050,129502.0,29231.554688,77529.0,1310,792,780,3640,700,3200
56,31154,5.0,2,353.705566406,157837.0,133600,1,0,4100,152863.0,31567.400391,98179.0,700,150,560,3770,500,500
56,31155,6.0,2,353.705566406,283572.0,123700,2,0,16200,277865.0,47262.0,135178.0,4345,47688,10280,4450,2000,500
56,31156,5.0,2,353.705566406,276200.0,185200,3,0,0,260120.0,55240.0,147748.0,5960,2825,9380,8500,1000,450
56,31157,3.0,2,353.705566406,178842.0,159600,3,0,0,158631.0,59614.0,93533.0,1450,150,15510,3900,2000,1500
56,31158,4.5,2,353.705566406,224198.0,157000,2,30000,0,220005.0,49821.777344,106662.0,3250,210,4100,6000,1000,1000
56,31159,3.0,2,353.705566406,136435.0,118800,2,0,5000,115251.0,45478.332031,81191.0,1853,2044,1440,1118,0,0
56,31160,7.0,2,353.705566406,271762.0,205000,1,0,25000,267340.0,38823.144531,115260.0,2090,2400,12340,2400,1000,1000
56,31161,6.5,2,353.705566406,193185.0,156000,1,0,13000,191045.0,29720.769531,123216.0,1910,2400,1900,3120,300,200
56,31162,5.0,2,353.705566406,136587.0,60000,1,5000,22000,130028.0,27317.400391,96453.0,1480,70,7800,782,300,300
56,31163,3.5,2,331.874176025,163602.0,110200,2,0,6502,138903.0,46743.429687,94945.0,3030,1200,2280,4048,300,375
56,31164,2.0,2,331.874176025,103550.0,0,2,0,23200,99029.0,51775.0,71785.0,370,150,1440,1278,0,0
56,31165,2.0,2,331.874176025,123822.0,61600,3,0,202,110894.5,61911.0,82680.5,1460,360,1440,5800,0,0
56,31166,4.5,2,331.874176025,167712.0,88600,1,0,3202,141357.25,37269.332031,95270.25,1490,240,1440,4528,1000,950
56,31167,7.0,2,331.874176025,268966.0,182400,1,0,5202,254698.5,38423.714844,188393.5,2770,600,1440,5334,900,875
56,31168,1.0,2,331.874176025,55825.0,0,3,0,33500,49502.5,55825.0,31172.5,500,250,600,758,300,0
56,31169,4.5,2,331.874176025,119507.0,0,1,0,28402,112800.75,26557.111328,88626.75,1375,150,1080,494,850,550
56,31170,4.5,2,331.874176025,181328.0,130800,1,0,202,148395.5,40295.109375,104026.5,1740,330,3990,6326,900,1100
56,31171,7.5,2,331.874176025,230290.0,210200,1,0,3500,213224.0,30705.333984,142311.0,4990,520,14040,4680,2300,1000
56,31172,4.0,2,331.874176025,164524.0,86400,1,0,14202,151913.5,41131.0,104634.5,2010,1540,4950,3324,1000,1000
56,31173,3.5,2,331.874176025,158142.0,70000,2,0,26202,150865.0,45183.429687,83921.0,1910,2880,1440,1578,0,0
56,31174,4.0,2,331.874176025,165915.0,142100,1,0,11500,156227.5,41478.75,108521.5,1440,1427,8420,5058,600,0
56,31175,2.0,2,331.874176025,88372.0,0,2,0,27202,81956.5,44186.0,56407.5,1440,540,1440,624,0,0
56,31176,10.5,2,331.874176025,264662.0,242400,1,0,2202,248579.0,25205.904297,194541.0,2480,2712,6038,3978,1500,1125
56,31177,5.0,2,331.874176025,187552.0,176400,1,0,202,173611.0,37510.398437,134278.0,2540,230,1440,6366,2800,1900
56,31178,3.0,2,331.874176025,136552.0,127800,2,0,202,120654.0,45517.332031,95315.0,2035,1250,1440,2678,500,0
56,31179,4.0,1,343.431945801,260270.0,155000,4,12000,4500,263873.0,65067.5,127675.0,2770,1300,7280,9750,564,0
56,31180,4.0,1,343.431945801,292600.0,143600,4,112000,0,249696.0,73150.0,115926.0,4910,0,13000,12140,0,0
56,31181,4.0,1,343.431945801,180285.0,156000,2,0,0,163718.0,45071.25,76367.0,1560,100,11700,4674,930,0
56,31182,6.0,1,343.431945801,241560.0,213200,1,0,0,244091.0,40260.0,115094.0,3070,100,13000,4010,498,0
56,31183,7.0,1,343.431945801,378910.0,184000,3,0,4500,367112.0,54130.0,153424.0,2980,1248,21790,22365,10400,0
56,31184,4.5,1,343.431945801,238800.0,72000,2,47000,0,261892.0,53066.667969,134759.0,4150,0,13660,15874,1000,5550
56,31185,5.0,1,343.431945801,380660.0,100000,4,0,8500,322358.0,76132.0,128639.0,3090,2990,10160,20100,150,3000
56,31186,3.0,1,343.431945801,602300.0,409800,9,0,0,586169.0,200766.671875,148424.0,7910,1530,45850,28500,2500,144000
56,31187,5.5,1,343.431945801,312760.0,312760,3,0,0,327279.0,56865.453125,142023.0,2875,0,19940,17724,816,0
56,31188,4.5,1,343.431945801,289200.0,214200,4,75000,0,296420.0,64266.667969,118624.0,8620,0,8014,22500,1000,0
56,31189,4.5,1,343.431945801,158100.0,78000,1,0,46500,154095.0,35133.332031,94859.0,1080,2160,2600,2856,0,0
56,31190,4.0,2,748.505554199,247080.0,117000,3,12000,9000,227907.0,61770.0,90287.0,1860,12456,10712,13556,2600,0
56,31191,4.5,2,748.505554199,255460.0,137400,3,0,0,232840.0,56768.890625,111629.0,1850,720,11180,11930,2700,0
56,31192,1.0,2,748.505554199,148400.0,148400,8,0,0,142777.0,148400.0,37846.0,4830,100,3120,9050,0,0
56,31193,5.0,2,748.505554199,402500.0,0,5,396000,6000,381438.0,80500.0,155937.0,2620,0,5720,12540,2700,30524
56,31194,3.0,2,748.505554199,478940.0,420440,8,0,0,452302.0,159646.671875,100536.0,5245,405,6160,23310,0,0
56,31195,4.0,2,748.505554199,440010.0,366190,7,0,0,362186.0,110002.5,113371.0,7900,12240,8372,13500,40600,22585
56,31196,2.0,2,748.505554199,396800.0,396800,9,0,0,244524.0,198400.0,81363.0,3495,0,10660,24864,1125,0
56,31197,10.0,2,748.505554199,618260.0,54000,3,445800,3000,513876.0,61826.0,228122.0,4550,36544,38820,20070,6000,10800
56,31198,4.0,2,748.505554199,224340.0,184800,3,0,0,207123.0,56085.0,86327.0,2240,3360,13312,15300,0,0
56,31199,7.0,2,748.505554199,233680.0,46200,1,0,10800,258037.0,33382.855469,130394.0,890,37100,11080,10200,1000,200
56,31200,4.0,1,55.141956329,345570.0,175150,5,0,54000,255473.5,86392.5,146709.5,3346,8976,5928,4794,2000,20150
56,31201,2.0,1,55.141956329,853220.0,828705,10,0,0,427389.3,426610.0,187425.3,15644,620,15290,20700,11390,5100
56,31202,2.0,1,55.141956329,473932.0,0,10,180000,60950,380799.5,236966.0,106766.5,1100,145190,16640,26010,780,0
56,31203,4.0,1,55.141956329,219883.0,76448,3,30000,3000,197180.0,54970.75,92602.0,3599,326,9086,2938,3184,1150
56,31204,2.5,1,55.141956329,216751.5,139000,5,0,21600,142928.5,86700.601563,70847.5,1000,6870,1340,1084,1000,500
56,31205,1.0,1,55.141956329,60140.0,0,3,0,14700,151269.56,60140.0,87781.56,650,4076,960,0,1380,0
56,31206,1.5,1,55.141956329,462365.0,354000,10,0,0,332784.8,308243.34375,99078.8,2348,5510,40750,16388,2800,0
56,31207,5.5,1,55.141956329,495248.0,379576,5,0,9400,386427.5,90045.09375,152784.5,3278,816,28550,6500,1000,300
56,31208,3.5,1,55.141956329,303437.0,207112,5,0,0,247503.5,86696.289063,83183.5,1650,1418,10996,3380,1100,0
56,31209,4.0,1,55.141956329,348360.0,182910,5,0,0,299364.6,87090.0,121536.6,2997,4755,25004,4037,750,750
56,31210,4.0,1,55.141956329,328744.0,286024,5,0,0,234114.9,82186.0,124939.9,3496,2134,13864,9300,1600,400
56,31211,2.0,1,75.611320496,78460.0,0,1,0,31160,69337.5,39230.0,38824.5,1120,2318,2080,0,300,0
56,31212,9.0,1,75.611320496,373728.0,349288,1,0,3000,351861.0,41525.332031,144489.0,8240,13244,15444,2600,1060,860
56,31213,5.5,1,75.611320496,400730.0,164000,4,39000,161000,356667.0,72860.0,176857.0,5580,62462,10120,3640,2612,700
56,31214,4.0,1,75.611320496,344470.0,326000,5,0,0,307511.5,86117.5,159128.5,8800,10044,12908,4940,3000,600
56,31215,8.0,1,75.611320496,335750.0,306180,2,0,6000,307623.0,41968.75,198781.0,3678,660,7384,7020,3000,800
56,31216,1.0,1,75.611320496,184350.0,45000,9,0,0,163880.5,184350.0,41961.5,4549,300,2000,19488,1000,0
56,31217,2.0,1,75.611320496,209260.0,199000,6,0,7000,203531.5,104630.0,91577.5,1148,376,22880,2600,585,600
56,31218,5.0,1,75.611320496,661190.0,591000,7,5000,3000,447139.6,132238.0,221538.6,4365,820,59170,4550,1894,12950
56,31219,3.0,1,75.611320496,246336.0,56000,5,0,5000,221866.25,82112.0,109096.25,1500,1427,9470,4400,2600,0
56,31220,1.0,1,75.611320496,151372.0,0,8,0,19344,127981.0,151372.0,36390.0,1250,2754,2080,2910,390,0
56,31221,6.5,1,76.121902466,244905.0,154000,1,10000,4000,232569.0,37677.691406,114863.0,5635,5023,12220,12194,3000,300
56,31222,9.5,1,76.121902466,467262.0,421002,2,0,4300,431286.0,49185.472656,237433.0,7898,11146,22770,8320,1322,250
56,31223,5.0,1,76.121902466,371730.0,333324,4,0,0,354561.0,74346.0,181137.0,6001,2359,17352,8400,970,50
56,31224,4.0,1,76.121902466,418750.0,167000,6,0,17000,412801.0,104687.5,121677.0,7265,20586,6454,18714,2300,15250
56,31225,3.0,1,76.121902466,335596.0,245608,7,0,2000,252190.0,111865.335938,104712.0,4567,32015,2428,16308,844,200
56,31226,4.5,1,76.121902466,276515.0,275320,3,0,0,257684.0,61447.777344,132898.0,4080,3235,14960,7800,1400,5200
56,31227,8.5,1,76.121902466,346810.0,190200,1,102000,35000,329648.0,40801.175781,191424.0,5190,894,13900,17550,2937,1500
56,31228,2.5,1,76.121902466,241324.0,173920,6,0,6000,215152.0,96529.601563,81091.0,5442,4570,9770,15382,0,0
56,31229,3.5,1,76.121902466,254866.0,0,4,0,16700,211310.0,72818.859375,96022.0,2978,275,11960,12090,2840,23200
56,31230,1.0,1,76.121902466,121724.0,116500,7,0,5000,118468.0,121724.0,51908.0,9443,686,8792,3874,275,0
56,31231,11.5,1,76.121902466,437880.0,325480,1,45000,18000,435450.0,38076.523437,226804.0,7900,12965,17830,8060,2000,400
56,31232,4.5,1,76.121902466,394180.0,319000,5,0,8000,380748.0,87595.554688,186008.0,3334,6455,10244,17394,950,0
56,31233,7.0,1,76.121902466,392600.0,376600,3,0,3000,351882.0,56085.714844,191903.0,6463,21570,11680,9100,1400,60
56,31234,2.5,1,76.121902466,213090.0,113000,5,0,95700,208327.0,85236.0,97556.0,2902,1485,9064,6222,2100,300
56,31235,4.0,1,76.121902466,299370.0,254200,4,0,7700,284903.0,74842.5,169158.0,2260,2755,8324,5174,600,120
56,31236,5.0,1,76.121902466,286250.0,237480,3,0,10700,277190.0,57250.0,149810.0,2235,2570,3060,12078,600,600
56,31237,5.0,1,76.121902466,542622.0,454474,6,0,0,476016.0,108524.398438,199209.0,7700,6125,6910,22998,6200,0
56,31238,5.0,1,72.582687378,488539.0,0,6,285000,500,463605.0,97707.796875,152647.0,3585,3346,6735,19896,2600,100
56,31239,5.0,1,72.582687378,347040.0,335760,4,0,8700,311462.0,69408.0,160515.0,2137,30240,7276,23202,1550,0
56,31240,5.5,1,72.582687378,335370.0,271400,3,0,500,288470.0,60976.363281,129671.0,3845,12740,12529,12420,4000,150
56,31241,5.0,1,72.582687378,280043.0,181320,3,0,30500,273959.0,56008.601562,104432.0,2532,42800,6864,4680,1350,100
56,31242,5.0,1,72.582687378,274397.0,203400,3,0,3000,272847.5,54879.398437,142222.5,3128,2100,8840,10302,1000,605
56,31243,5.0,1,72.582687378,392076.0,230000,5,102000,4700,378456.5,78415.203125,195723.5,2324,852,6640,8190,1750,35100
